运维工程师,面议,深圳市德科信息技术有限公司广州分公司,广州 - 天河区,职位要求：  1. 大专或以上学历/计算机专业；  2. 精通Linux服务器系统环境配置；  3. 了解路由器、交换机等网络设备的工作原理；  4. 掌握Shell或python或AutoIT等脚本语言，具有基础的编程能力；  5. 熟悉数据库（Oracle、SQLServer）者...
软件测试工程师（自动化测试）,面议,深圳市德科信息技术有限公司广州分公司,广州 - 天河区,...Python语言，有自动化测试经验者优先考虑。  - 熟悉sql及数据库操作，熟悉linux常用操作。  - 工作细心，耐心，有责任心，有较强的沟通能力和团队协作精神。  - 具有金融软件测试背景优先。
测试工程师,面议,天津中科智能识别产业技术研究院有限公司,广州,"...python等脚本语言，熟悉Oracle、mysql数据库；  4.熟悉 jenkins, robot framework, selenium, appium等，或者有任何你熟练掌握的测试框架。  符合以下任一条件者优先:  1.有撰写小型自动化测试工具以及搭建自动化测试平台的实..."
Web应用安全工程师,10001-15000,广州智臣信息科技有限公司,广州,...Python/PHP/Go/Java等；  熟悉渗透测试的步骤、方法、流程，具有Web安全实战经验；  熟悉常见安全攻防技术，对网络安全、系统安全、应用安全有深入的理解和自己的认识；  对Web安全整体有深刻理解，具备代码审计和独立漏洞挖掘能力；  责任感强，有优秀的服务意识，有...
数据分析工程师（缺钱么项目）,面议,广东分利宝网络科技有限公司,广州 - 天河区,...Python等脚本语言程序开发经验，具备良好的程序设计能力和习惯；  5、熟悉linux系统、MySQL/MongoDB数据库、网络编程。  6、具备良好的学习能力、分析解决问题能力，自我驱动，能独立承担工作任务。
高级web前端开发工程师,面议,广东分利宝网络科技有限公司,广州 - 荔湾区,"...Python等)；  7、	有iphone、ipad、android等智能手机和平板开发经验优先考虑，有JQuery Mobile,Sencha Touch,iWebkit等框架使用经验者优先；  8、	具备良好学习能力，有强烈的责任心、进取心及团队合作精神。"
数据分析专员,面议,广州米内可贸易有限公司,广州 - 天河区,...Python等） ；  5、具备一定的用户需求文档化能力（将用户需求转化为IT开发人员阅读的需求说明书）；
高薪数据专员+奖金,面议,广州米内可贸易有限公司,广州 - 天河区,...Python等） ；  5、具备一定的用户需求文档化能力（将用户需求转化为IT开发人员阅读的需求说明书）；
测试工程师,面议,广州尚融网络科技有限公司,广州 - 萝岗区,...Python和Shell脚本编写；  8、熟悉tcp/ip网络及其配置；  9、有安装部署实施经验优先考虑。
运维开发工程师（缺钱么项目）,面议,广东分利宝网络科技有限公司,广州 - 天河区,"岗位职责：  1.负责运维自动化平台开发,构建自动化及智能化的运维平台；  2.负责监控系统开发工作,按需求完成监控模块；     岗位要求：  1.掌握脚本语言 Python,shell；  2.熟悉Git,svn等代码管理工具:  3.熟悉运维自动化流程  4.对开发有浓厚的兴趣..."
性能测试工程师（缺钱么项目）,面议,广东分利宝网络科技有限公司,广州 - 天河区,...Python/Ruby、JavaScript一种或几种语言；  8、逻辑能力强.思维活跃，接受新事物能力强；  9、性格开朗乐观，有较强的抗压能力，责任心强，积极主动，善于沟通，具有很强责任心。
软件测试工程师,面议,广州市有车以后信息科技有限公司,广州 - 海珠区,...Python者优先； 5. 对测试方法，常用技术，以及移动应用（Android/IOS）有深入且广泛的了解； 6. 具备良好的学习能力和质疑习惯，有强烈的责任心和积极主动的工作态度，较强的沟通能力和表达能力； 7. 优秀的团队沟通协作与创新精神。
系统工程师,面议,广州云悦信息科技有限公司,广州 - 天河区,...python或 shell脚本，能够使用脚本自动化日常运维工作； 4、具有相关应用安全、系统安全、信息安全经验； 5、通过RHCE 认证者优先
网络驻场合作工程师,面议,北京中青旅创格科技有限公司,广州,...python、Restfull等编程基础者优先考虑； 6、工作积极主动、有责任心、善于沟通、具有良好的团队协作能力和客户服务意识。   薪酬待遇 :年收入10万-15万
招募PHP创业合伙人1,10001-15000,广州鼎瀛计算机科技有限公司,广州 - 天河区,岗位职责：         懂PHP  NET  ，安卓  IOS 的原理设计，懂得所有的项目流程；所有项目；擅长分析问题，发现问题，并解决问题。懂得把项目管理时间监管好；        熟悉 PHP、JAVA、python、ROR，负责O2O线上平台开发、架构；B2B B2C 都清...
后端开发（APP接口开发）,8001-10000,广州市终点站网络科技有限公司,广州,...python等系统脚本工具。  福利待遇：1.底薪+绩效+项目提成+奖金；2.满一年后享受带薪年假、婚假、丧假、双休，根据国家规定统一放假，5天7.5小时工作制；3.转正后统一购买五险一金。  联系方式公司名称：终点站网络科技有限公司             陈生 1359744...
C++ 期货交易系统开发工程师,20001-30000,雅柏管理咨詢(深圳)有限公司,广州,...Python  、  C  ＃或  GUI  的开发经验者优先      有  OO  、  multi-threading  、  network programming  经验优先      有计量分析的背景  /  经验者优先      重点大学 计算机科学  /  计算机...
软件开发工程师,面议,华耐立家电子商务有限公司,广州,...Python/Nodejs/Perl等)；  2、熟悉 MySQL 数据库应用，具有相关应用开发经验及数据库规划能力；  3、熟悉 JavaScript 、 HTML 、 CSS 、 Ajax等常用前端技术；  4、具备良好的代码编程习惯及较强的文档编写能力；  5、思路清晰，具...
测试开发工程师,10001-15000,欢聚时代（多玩YY） ,广州,岗位职责:  1. 主要负责自动化测试平台设计、开发及维护； 2. 内部系统维护。   任职资格:  1. 熟悉Python，MySQL，Mongodb； 2. 熟悉Java，熟悉Struts、Spring、Hibernate、iBatis/MyBatis等服务端开发框架； 3. 熟...
高级前端工程师,10001-15000,广东立信企业有限公司,广州,"...Python）开发经验优先, 开发过WAP应用或微信应用者优先；  6. 有英文沟通能力优先"
高级测试工程师,10001-15000,广东立信企业有限公司,广州,...python/php等至少一种编程语言，熟练使用一种脚本语言;  3、熟悉Linux或类unix的系统，能够熟练使用常见的命令，对操作系统原理熟悉优先;  4、熟悉数据库原理，能够熟练使用常见的SQL语句，对Mysql性能优化有经验优先;  5、有良好的团队合作意识、沟通表达能力...
jobname,salary,company,joblocation,jobcontabbr
Python Web开发工程师,6001-8000,广州优亿信息科技有限公司,广州 - 天河区,Python Web开发工程师 1、精通Python编程，熟练使用Python标准库及常用第三方库。 2、熟练常用的Python Web开发框架，如Django、Flask等。 3、熟练使用常见数据库操作，如MySQL或Oracle等，熟练S...
Python爬虫工程师,10001-15000,广州市赛酷比软件有限公司,广州 - 天河区,职位描述：  1. 负责编写分布式网络系统 2. 负责后台管理系统 3. 负责数据挖掘与分析  职位要求：  1. 从事Python开发2年以上 2. 精通Python，熟悉Python设计模式 3. 精通*nix网络编程，具备良好的编码规范 4. 熟悉d...
python软件开发工程师,面议,广州中国科学院计算机网络信息中心,广州,岗位职责：  LPWAN数据服务端研发。     任职要求：  1、计算机、通讯专业本科以上学历；  2、熟悉linux操作系统；  3、熟练掌握python语言开发；  4、了解通讯系统原理；  5、具有快速学习能力、逻辑思维能力。
PHP/Python开发工程师,10001-15000,珠海麒润网络科技有限公司,广州,岗位要求：   1、具备良好的编程习惯，有较强的理解能力；善于沟通，具备团队合作精神； 2、精通PHP开发，具备两年及以上PHP+Mysql+Apache(或Nginx)网站开发经验，熟悉MVC开发模式； 3、精通SQL/MySQL数据库开发和使用，熟练数据库设计和性能跟踪优化； 4、熟练掌握Ja...
Java c#  .net Linux  Python   软件开发实习生,面议,上海云数信息科技有限公司,广州,任职要求：  1.计算机软件相关专业，有一定编程能力.能写ASP.Net访问数据库代码或玩过Linux下C++或Python编程； 2，熟悉常用的数据库，写过SQL脚本（存储过程和函数）； 3，了解数据仓库与BI领域相关知识，有兴趣从事该领域的工作； 4，普通话标准，有良好的沟通能力...
python 软件工程师（桌面软件）,10001-15000,广州摩翼信息科技有限公司,广州,岗位职责：     1、参与项目的需求分析；  2、 负责模块的设计、编码、测试以及相关文档的编写；   3、参与系统稳定性、性能和扩展性设计和测试。     任职要求：     1、本科及本科以上学历；  2、 学习能力强，习惯阅读英文技术文档；   3、至少有一年的工作python
python 程序员 python 开发工程师,面议,上海云数信息科技有限公司,广州 - 天河区,任职要求：    一年python经验  有数据库经验  web开发经验优先  待遇 视技术能力，工作年限而定，具体面谈。
Python研发工程师,面议,广州中国科学院计算机网络信息中心,广州,岗位职责：  1、完成服务端程序代码开发及代码审核、质量控制；  2、对所开发的功能进行测试并建立和完善开发文档；  3、持续重构与维护组件保持可用性和稳定性。     任职要求：  1、熟悉面向对象的设计思想，熟悉RESTful web service 规范；  2、熟悉Python
